,fighter_r,fighter_b,winner,total_wins_r,total_losses_r,total_draws_r,total_nc_r,height_r,weight_r,reach_r,stance_r,dob_r,slpm_r,str_acc_r,sapm_r,str_def_r,td_avg_r,td_acc_r,td_def_r,sub_avg_r,total_wins_b,total_losses_b,total_draws_b,total_nc_b,height_b,weight_b,reach_b,stance_b,dob_b,slpm_b,str_acc_b,sapm_b,str_def_b,td_avg_b,td_acc_b,td_def_b,sub_avg_b
577,Marlon Moraes,Jose Aldo,Marlon Moraes,23,8,1,0,"5'6""",135,"67""",Orthodox,4/26/1988,3.38,39%,4.11,56%,1.0,41%,66%,0.4,29,7,0,0,"5'7""",135,"70""",Orthodox,9/09/1986,3.45,45%,3.52,61%,0.57,56%,91%,0.1
578,Petr Yan,Urijah Faber,Petr Yan,15,2,0,0,"5'7""",135,"67""",Switch,2/11/1993,5.99,52%,3.55,62%,2.14,66%,90%,0.1,35,11,0,0,"5'6""",135,"67""",Orthodox,5/14/1979,2.65,40%,2.59,64%,1.54,30%,58%,0.8
579,Geoff Neal,Mike Perry,Geoff Neal,13,3,0,0,"5'11""",170,"75""",Southpaw,8/28/1990,4.94,49%,4.93,61%,0.5,50%,92%,0.2,14,7,0,0,"5'10""",170,"71""",Orthodox,9/15/1991,4.35,47%,4.82,54%,0.69,38%,77%,0.2
580,Ketlen Vieira,Irene Aldana,Irene Aldana,11,2,0,0,"5'8""",135,"68""",Orthodox,8/26/1991,2.66,36%,3.84,53%,2.19,48%,92%,0.5,12,6,0,0,"5'9""",135,"68""",Orthodox,3/26/1988,5.52,38%,5.97,61%,0.23,50%,84%,0.1
581,Ian Heinisch,Omari Akhmedov,Omari Akhmedov,14,4,0,0,"5'11""",185,"72""",Orthodox,8/05/1988,3.28,50%,2.79,58%,1.13,18%,60%,0.8,21,5,1,0,"6'0""",185,"73""",Orthodox,10/12/1987,2.95,35%,2.59,57%,2.63,49%,65%,0.3
582,Matt Brown,Ben Saunders,Matt Brown,24,18,0,0,"6'0""",170,"75""",Orthodox,1/10/1981,3.69,54%,2.67,55%,1.56,44%,63%,1.4,22,13,2,0,"6'2""",170,"77""",Orthodox,4/13/1983,3.23,50%,3.58,51%,0.2,40%,66%,1.3
583,Chase Hooper,Daniel Teymur,Chase Hooper,10,1,1,0,"6'1""",145,"74""",Southpaw,9/13/1999,4.43,45%,3.95,38%,0.32,7%,66%,2.2,7,4,0,0,"5'5""",145,"69""",Orthodox,2/03/1988,3.08,46%,3.93,56%,0.56,18%,60%,0.3
584,Brandon Moreno,Kai Kara-France,Brandon Moreno,18,5,2,0,"5'7""",125,"70""",Orthodox,12/07/1993,3.41,38%,3.41,59%,2.01,45%,67%,0.6,22,9,0,1,"5'4""",125,"69""",Orthodox,3/26/1993,5.02,39%,3.84,66%,0.53,23%,86%,0.0
585,Jessica Eye,Viviane Araujo,Jessica Eye,15,9,0,1,"5'6""",125,"66""",Orthodox,7/27/1986,3.76,37%,4.01,55%,0.45,40%,57%,0.5,10,2,0,0,"5'4""",125,"68""",Orthodox,11/21/1986,4.97,48%,4.84,60%,2.33,64%,94%,0.2
586,Punahele Soriano,Oskar Piechota,Punahele Soriano,8,0,0,0,"5'11""",185,"72""",Southpaw,11/22/1992,4.46,43%,2.86,52%,2.6,66%,0%,0.0,11,3,1,1,"6'0""",185,"76""",Southpaw,1/24/1990,3.3,52%,3.93,51%,0.61,40%,38%,1.5
587,Alistair Overeem,Jairzinho Rozenstruik,Jairzinho Rozenstruik,47,19,0,1,"6'4""",265,"80""",Orthodox,5/17/1980,3.67,64%,2.44,57%,1.42,55%,73%,0.8,11,2,0,0,"6'4""",242,"78""",Orthodox,3/17/1988,3.14,48%,3.48,39%,0.0,0%,80%,0.0
588,Marina Rodriguez,Cynthia Calvillo,,13,1,2,0,"5'6""",115,"65""",Orthodox,4/29/1987,4.86,50%,3.16,53%,0.36,33%,59%,0.2,9,2,1,0,"5'4""",125,"64""",Orthodox,7/13/1987,4.18,41%,3.52,67%,1.85,44%,71%,1.1
589,Stefan Struve,Ben Rothwell,Ben Rothwell,33,13,0,0,"6'11""",265,"84""",Orthodox,2/18/1988,3.12,47%,4.04,46%,0.56,46%,55%,1.7,38,13,0,0,"6'4""",265,"78""",Orthodox,10/17/1981,3.55,41%,4.57,46%,0.63,33%,69%,0.3
590,Aspen Ladd,Yana Kunitskaya,Aspen Ladd,9,1,0,0,"5'6""",135,"66""",Orthodox,3/01/1995,5.22,55%,4.84,46%,2.45,75%,66%,1.2,14,5,0,1,"5'6""",135,"68""",Orthodox,11/11/1989,4.22,57%,2.62,51%,1.62,53%,50%,0.2
591,Cody Stamann,Song Yadong,,19,3,1,0,"5'6""",145,"64""",Orthodox,11/09/1989,4.14,48%,3.18,63%,3.03,46%,80%,0.0,16,5,1,1,"5'8""",145,"67""",Orthodox,12/02/1997,4.35,42%,3.64,57%,0.59,75%,56%,0.4
592,Rob Font,Ricky Simon,Rob Font,18,4,0,0,"5'8""",135,"71""",Orthodox,6/25/1987,5.21,42%,3.83,62%,1.2,36%,48%,0.8,18,3,0,0,"5'6""",135,"69""",Orthodox,8/31/1992,3.08,42%,3.13,64%,6.93,54%,72%,0.4
593,Thiago Alves,Tim Means,Tim Means,23,15,0,0,"5'9""",170,"70""",Orthodox,10/03/1983,3.73,41%,3.42,62%,0.71,60%,63%,0.3,31,12,1,1,"6'2""",170,"75""",Orthodox,2/20/1984,5.16,48%,3.58,61%,0.92,41%,64%,0.2
594,Billy Quarantillo,Jacob Kilburn,Billy Quarantillo,15,3,0,0,"5'10""",145,"70""",Orthodox,12/08/1988,7.03,64%,4.37,42%,1.28,31%,57%,1.8,8,4,0,0,"5'9""",145,"72""",Orthodox,6/28/1995,2.56,33%,6.78,35%,0.51,5%,20%,0.5
595,Bryce Mitchell,Matt Sayles,Bryce Mitchell,14,1,0,0,"5'10""",145,"70""",Southpaw,10/04/1994,2.29,61%,1.46,60%,3.26,46%,33%,2.3,8,3,0,0,"5'7""",145,"68""",Orthodox,2/21/1994,5.44,42%,3.13,61%,0.0,0%,81%,0.4
596,Joe Solecki,Matt Wiman,Joe Solecki,10,2,0,0,"5'9""",155,"70""",Orthodox,8/27/1993,3.62,74%,0.93,51%,3.31,62%,0%,1.3,16,10,0,0,"5'10""",155,"68""",Orthodox,9/19/1983,3.17,50%,3.57,51%,2.13,37%,56%,1.5
597,Virna Jandiroba,Mallory Martin,Virna Jandiroba,16,2,0,0,"5'3""",115,"64""",Orthodox,5/30/1988,2.39,46%,3.08,54%,3.16,53%,73%,2.0,7,4,0,0,"5'4""",115,"63""",Orthodox,1/29/1994,3.99,59%,5.53,58%,3.37,63%,25%,0.5
598,Makhmud Muradov,Trevor Smith,Makhmud Muradov,25,6,0,0,"6'2""",185,"75""",Orthodox,2/08/1990,5.32,42%,2.92,64%,0.36,16%,100%,0.4,15,10,0,0,"6'3""",185,"75""",Orthodox,1/05/1981,3.29,55%,3.31,51%,1.7,32%,60%,0.7
599,Jan Blachowicz,Jacare Souza,Jan Blachowicz,28,8,0,0,"6'2""",205,"78""",Orthodox,2/24/1983,3.59,49%,2.79,53%,1.18,53%,65%,0.2,26,9,0,1,"6'1""",185,"72""",Orthodox,12/07/1979,2.53,46%,2.85,62%,2.55,39%,60%,1.4
600,Mauricio Rua,Paul Craig,,27,12,1,0,"6'1""",205,"76""",Orthodox,11/25/1981,3.57,50%,2.71,54%,2.12,48%,47%,0.8,14,4,1,0,"6'3""",205,"76""",Orthodox,11/27/1987,2.4,49%,2.43,49%,2.11,26%,55%,1.5
601,Charles Oliveira,Jared Gordon,Charles Oliveira,30,8,0,1,"5'10""",155,"74""",Orthodox,10/17/1989,3.22,52%,2.94,54%,2.64,44%,57%,2.8,17,4,0,0,"5'9""",145,"68""",Orthodox,9/06/1988,5.54,56%,3.22,60%,2.81,39%,55%,0.0
602,Antonio Arroyo,Andre Muniz,Andre Muniz,9,4,0,0,"6'3""",185,"73""",Orthodox,7/01/1989,3.08,70%,1.72,44%,1.4,41%,32%,0.3,20,4,0,0,"6'1""",185,"78""",Southpaw,2/17/1990,2.21,58%,1.8,45%,2.61,35%,37%,2.2
603,Markus Perez,Wellington Turman,Wellington Turman,12,5,0,0,"6'1""",185,"73""",Orthodox,6/22/1988,2.6,47%,3.72,52%,0.81,25%,77%,1.0,16,4,0,0,"6'0""",185,"72""",Orthodox,7/22/1996,2.75,42%,3.71,45%,2.63,35%,100%,0.9
604,Sergio Moraes,James Krause,James Krause,14,6,1,0,"6'0""",170,"72""",Orthodox,7/23/1982,2.42,42%,3.73,59%,1.2,38%,75%,0.4,28,9,0,0,"6'2""",170,"73""",Orthodox,6/04/1986,4.79,49%,4.11,61%,0.96,18%,59%,0.9
605,Ricardo Ramos,Eduardo Garagorri,Ricardo Ramos,14,3,0,0,"5'9""",145,"72""",Orthodox,8/01/1995,3.0,39%,3.28,58%,1.99,56%,71%,0.7,13,2,0,0,"5'9""",145,"70""",Orthodox,5/28/1989,3.42,51%,2.36,58%,0.48,100%,61%,0.0
606,Francisco Trinaldo,Bobby Green,Francisco Trinaldo,26,7,0,0,"5'9""",155,"70""",Southpaw,8/24/1978,3.11,44%,2.56,60%,1.09,46%,61%,0.6,27,11,1,0,"5'10""",155,"71""",Orthodox,9/09/1986,5.17,51%,3.32,63%,1.56,41%,72%,0.3
607,Warlley Alves,Randy Brown,Randy Brown,15,4,0,0,"5'11""",170,"72""",Orthodox,1/04/1991,3.09,47%,3.62,50%,1.48,54%,75%,1.0,12,4,0,0,"6'3""",170,"78""",Orthodox,7/08/1990,3.67,47%,2.8,53%,1.0,46%,71%,0.6
608,Douglas Silva de Andrade,Renan Barao,Douglas Silva de Andrade,26,4,0,1,"5'7""",145,"68""",Orthodox,6/22/1985,3.77,38%,4.26,58%,0.7,50%,66%,0.0,34,9,0,1,"5'6""",145,"70""",Orthodox,1/31/1987,3.78,36%,3.9,57%,1.49,41%,91%,0.5
609,Ariane Lipski,Isabela de Padua,Ariane Lipski,13,6,0,0,"5'6""",125,"67""",Orthodox,1/26/1994,3.03,32%,4.45,48%,0.27,25%,45%,0.5,5,2,0,0,"5'3""",125,"64""",Orthodox,9/04/1991,1.0,35%,2.07,50%,2.0,66%,0%,1.0
610,Vanessa Melo,Tracy Cortez,Tracy Cortez,11,8,0,0,"5'5""",135,"65""",Orthodox,3/27/1988,3.48,30%,6.13,59%,0.0,0%,71%,0.0,8,1,0,0,"5'5""",135,"65""",Orthodox,12/10/1993,3.67,53%,1.98,62%,3.0,42%,85%,0.0
611,Zabit Magomedsharipov,Calvin Kattar,Zabit Magomedsharipov,18,1,0,0,"6'1""",145,"73""",Orthodox,3/01/1991,4.89,48%,3.0,64%,5.22,56%,77%,0.8,22,5,0,0,"5'11""",145,"72""",Orthodox,3/26/1988,5.07,42%,8.16,50%,0.37,30%,89%,0.0
612,Alexander Volkov,Greg Hardy,Alexander Volkov,33,8,0,0,"6'7""",250,"80""",Orthodox,10/24/1988,4.88,59%,2.48,56%,0.66,70%,66%,0.2,7,3,0,1,"6'5""",265,"80""",Orthodox,7/28/1988,4.83,50%,3.12,56%,0.21,33%,80%,0.0
613,Zelim Imadaev,Danny Roberts,Danny Roberts,8,3,0,0,"6'0""",170,"76""",Orthodox,1/25/1995,2.91,36%,4.35,43%,0.38,50%,60%,0.0,17,5,0,0,"6'1""",170,"74""",Southpaw,7/14/1987,3.41,44%,3.08,55%,0.18,6%,53%,0.4
614,Khadis Ibragimov,Ed Herman,Ed Herman,8,4,0,0,"6'3""",205,"78""",Orthodox,5/21/1995,3.55,49%,4.26,47%,0.97,30%,80%,0.3,27,14,0,1,"6'1""",205,"77""",Orthodox,10/02/1980,3.32,49%,3.35,43%,2.21,48%,60%,1.2
615,Ramazan Emeev,Anthony Rocco Martin,Anthony Rocco Martin,20,4,0,0,"5'10""",170,"76""",Southpaw,5/23/1987,2.5,45%,1.98,66%,2.33,29%,66%,0.5,17,6,0,0,"6'0""",170,"73""",Orthodox,12/11/1989,2.68,37%,2.59,58%,0.71,27%,68%,1.0
616,Shamil Gamzatov,Klidson Abreu,Shamil Gamzatov,14,0,0,0,"6'2""",205,"76""",Orthodox,8/09/1990,4.27,46%,2.13,58%,0.0,0%,50%,0.0,15,4,0,1,"6'0""",205,"74""",Orthodox,12/24/1992,2.05,40%,2.9,55%,0.64,20%,80%,0.0
617,Magomed Ankalaev,Dalcha Lungiambula,Magomed Ankalaev,15,1,0,0,"6'3""",205,"75""",Orthodox,6/02/1992,3.41,53%,1.78,65%,1.18,33%,85%,0.0,11,2,0,0,"5'8""",185,"76""",Orthodox,7/31/1987,1.85,50%,2.27,43%,2.07,50%,75%,0.0
618,Rustam Khabilov,Sergey Khandozhko,Rustam Khabilov,24,4,0,0,"5'8""",155,"73""",Orthodox,11/04/1986,1.98,34%,2.16,65%,3.95,41%,61%,0.1,27,6,1,0,"6'1""",170,"74""",Orthodox,5/19/1992,2.83,42%,1.7,60%,0.5,16%,64%,0.0
619,Roman Kopylov,Karl Roberson,Karl Roberson,8,1,0,0,"6'0""",185,"75""",Southpaw,5/04/1991,2.64,38%,3.07,63%,0.0,0%,66%,0.0,9,3,0,0,"6'1""",185,"74""",Southpaw,10/04/1990,3.0,51%,2.42,57%,0.99,57%,50%,0.8
620,Abubakar Nurmagomedov,David Zawada,David Zawada,15,3,1,0,"5'11""",170,"72""",Orthodox,11/13/1989,1.41,44%,0.71,81%,5.29,100%,0%,0.0,17,6,0,0,"6'0""",170,"75""",Orthodox,8/01/1990,3.24,40%,4.07,54%,0.96,30%,57%,2.2
621,Alexander Yakovlev,Roosevelt Roberts,Roosevelt Roberts,24,10,1,0,"6'3""",155,"74""",Southpaw,7/18/1984,1.74,47%,2.41,58%,1.66,35%,72%,0.1,10,2,0,1,"6'2""",155,"73""",Orthodox,2/11/1994,3.03,49%,2.27,52%,1.75,53%,58%,1.1
622,Jessica-Rose Clark,Pannie Kianzad,Pannie Kianzad,10,6,0,1,"5'5""",125,"64""",Orthodox,11/28/1987,4.68,51%,3.98,60%,1.01,55%,73%,0.4,15,5,0,0,"5'7""",135,"66""",Orthodox,12/08/1991,5.14,49%,3.62,57%,0.22,14%,83%,0.2
623,Grigory Popov,Davey Grant,Davey Grant,13,3,0,0,"5'7""",135,"68""",Switch,4/18/1984,3.63,37%,4.2,55%,0.0,0%,45%,0.0,13,4,0,0,"5'8""",135,"69""",Orthodox,12/18/1985,3.93,47%,2.47,63%,2.3,45%,66%,0.2
624,Jorge Masvidal,Nate Diaz,Jorge Masvidal,35,14,0,0,"5'11""",170,"74""",Orthodox,11/12/1984,4.2,47%,3.0,65%,1.57,59%,77%,0.4,21,12,0,0,"6'0""",170,"76""",Southpaw,4/16/1985,4.62,45%,3.78,53%,1.19,30%,42%,1.4
625,Kelvin Gastelum,Darren Till,Darren Till,17,6,0,1,"5'9""",185,"71""",Southpaw,10/24/1991,3.64,43%,2.92,59%,1.22,39%,64%,0.1,18,3,1,0,"6'0""",185,"74""",Southpaw,12/24/1992,2.27,46%,2.99,58%,0.54,41%,82%,0.0
626,Stephen Thompson,Vicente Luque,Stephen Thompson,16,4,1,0,"6'0""",170,"75""",Orthodox,2/11/1983,4.24,43%,2.8,58%,0.32,45%,78%,0.0,19,7,1,0,"5'11""",170,"75""",Orthodox,11/27/1991,5.72,53%,5.82,52%,0.68,50%,64%,0.8
627,Derrick Lewis,Blagoy Ivanov,Derrick Lewis,25,7,0,1,"6'3""",260,"79""",Orthodox,2/07/1985,2.59,50%,2.16,44%,0.52,26%,54%,0.0,18,4,0,1,"5'11""",250,"73""",Southpaw,10/09/1986,3.32,40%,4.15,54%,1.06,54%,75%,0.2
628,Kevin Lee,Gregor Gillespie,Kevin Lee,18,6,0,0,"5'9""",170,"77""",Orthodox,9/04/1992,3.9,42%,3.23,51%,3.21,43%,75%,0.8,13,1,0,0,"5'7""",155,"71""",Orthodox,11/13/1986,3.58,49%,2.14,60%,7.02,47%,0%,0.9
629,Corey Anderson,Johnny Walker,Corey Anderson,14,5,0,0,"6'3""",205,"79""",Orthodox,9/22/1989,4.43,46%,2.22,59%,4.89,50%,83%,0.0,18,5,0,0,"6'6""",205,"82""",Orthodox,3/30/1992,4.41,72%,3.51,31%,0.4,100%,60%,1.2
630,Shane Burgos,Makwan Amirkhani,Shane Burgos,13,2,0,0,"5'11""",145,"75""",Orthodox,3/19/1991,7.31,50%,5.81,60%,0.3,100%,89%,0.1,16,5,0,0,"5'10""",145,"72""",Southpaw,11/08/1988,1.42,44%,2.63,51%,3.37,37%,57%,1.4
631,Brad Tavares,Edmen Shahbazyan,Edmen Shahbazyan,18,7,0,0,"6'1""",185,"74""",Orthodox,12/21/1987,3.04,41%,2.73,56%,0.97,27%,79%,0.0,11,1,0,0,"6'2""",185,"74""",Orthodox,11/20/1997,3.85,51%,4.31,49%,4.44,40%,58%,0.5
632,Andrei Arlovski,Jairzinho Rozenstruik,Jairzinho Rozenstruik,30,20,0,2,"6'3""",240,"77""",Orthodox,2/04/1979,3.48,44%,2.83,57%,0.47,36%,78%,0.3,11,2,0,0,"6'4""",242,"78""",Orthodox,3/17/1988,3.14,48%,3.48,39%,0.0,0%,80%,0.0
633,Katlyn Chookagian,Jennifer Maia,Katlyn Chookagian,15,4,0,0,"5'9""",125,"68""",Orthodox,12/28/1988,4.22,34%,4.23,63%,0.27,15%,51%,0.5,18,6,1,0,"5'4""",125,"64""",Orthodox,10/06/1988,3.34,39%,3.52,52%,0.34,50%,56%,0.2
634,Lyman Good,Chance Rencountre,Lyman Good,21,6,0,1,"6'0""",170,"74""",Orthodox,5/26/1985,5.34,48%,4.01,63%,0.27,100%,75%,0.0,14,4,0,0,"6'2""",170,"75""",Southpaw,12/31/1986,1.1,20%,3.62,49%,1.35,26%,16%,0.3
635,Julio Arce,Hakeem Dawodu,Hakeem Dawodu,16,4,0,0,"5'7""",145,"70""",Southpaw,10/27/1989,4.25,36%,2.87,67%,0.58,30%,93%,0.6,12,1,1,0,"5'8""",145,"73""",Orthodox,7/02/1991,5.15,47%,2.31,63%,0.0,0%,85%,0.0
636,Demian Maia,Ben Askren,Demian Maia,28,10,0,0,"6'1""",170,"72""",Southpaw,11/06/1977,1.82,43%,2.03,63%,2.55,26%,61%,1.0,19,2,0,1,"5'11""",170,"73""",Orthodox,7/18/1984,3.64,49%,5.66,36%,4.33,55%,0%,0.9
637,Michael Johnson,Stevie Ray,Stevie Ray,20,17,0,0,"5'10""",155,"73""",Southpaw,6/04/1986,4.21,38%,3.82,58%,0.49,45%,77%,0.1,23,9,0,0,"5'10""",155,"70""",Southpaw,3/25/1990,3.73,44%,2.93,54%,0.75,46%,55%,0.6
638,Frank Camacho,Beneil Dariush,Beneil Dariush,22,9,0,0,"5'10""",170,"73""",Orthodox,5/18/1989,6.67,46%,7.31,52%,1.17,45%,72%,0.0,20,4,1,0,"5'10""",155,"72""",Southpaw,5/06/1989,4.0,49%,2.72,59%,2.03,32%,81%,1.0
639,Ciryl Gane,Don'Tale Mayes,Ciryl Gane,8,0,0,0,"6'4""",245,"81""",Orthodox,4/12/1990,5.04,55%,1.85,69%,1.13,26%,100%,0.5,8,4,0,0,"6'6""",260,"81""",Orthodox,1/16/1992,4.13,45%,4.46,43%,0.23,20%,59%,0.0
640,Muslim Salikhov,Laureano Staropoli,Muslim Salikhov,17,2,0,0,"5'11""",170,"70""",Orthodox,6/09/1984,2.85,46%,2.29,67%,0.87,30%,80%,0.0,9,3,0,0,"6'1""",170,"71""",Orthodox,2/27/1993,4.4,34%,4.58,53%,0.25,20%,57%,0.0
641,Randa Markos,Ashley Yoder,Randa Markos,10,11,1,0,"5'4""",115,"63""",Orthodox,8/10/1985,2.85,41%,3.2,59%,1.23,28%,57%,0.2,8,7,0,0,"5'7""",115,"69""",Southpaw,10/20/1987,2.75,39%,3.53,46%,1.33,37%,68%,0.7
642,Alex White,Rafael Fiziev,Rafael Fiziev,13,6,0,0,"6'0""",155,"71""",Southpaw,10/22/1988,3.76,42%,3.07,60%,0.92,28%,71%,0.5,9,1,0,0,"5'8""",155,"71""",Switch,3/05/1993,4.67,57%,4.17,55%,0.84,50%,100%,0.0
643,Enrique Barzola,Movsar Evloev,Movsar Evloev,17,5,2,0,"5'7""",145,"70""",Orthodox,4/28/1989,3.91,41%,2.97,68%,4.2,45%,66%,0.3,14,0,0,0,"5'7""",145,"72""",Orthodox,2/11/1994,4.7,44%,2.83,64%,2.75,37%,70%,0.0
644,Maurice Greene,Sergei Pavlovich,Sergei Pavlovich,9,6,0,0,"6'7""",258,"80""",Orthodox,7/05/1986,4.12,44%,4.37,45%,0.0,0%,28%,0.6,14,1,0,0,"6'3""",257,"84""",Southpaw,5/13/1992,6.55,52%,4.59,44%,0.0,0%,50%,0.0
645,Loma Lookboonmee,Aleksandra Albu,Loma Lookboonmee,5,2,0,0,"5'1""",115,"61""",Orthodox,1/18/1996,5.16,55%,3.09,59%,0.67,25%,72%,0.0,3,2,0,0,"5'2""",115,"63""",Orthodox,7/14/1990,4.83,47%,5.56,38%,2.27,50%,77%,0.4
646,Raphael Pessoa,Jeff Hughes,Raphael Pessoa,10,2,0,0,"6'3""",262,"78""",Orthodox,3/09/1989,2.16,26%,3.43,42%,0.0,0%,100%,0.0,10,4,0,1,"6'2""",250,"77""",Orthodox,5/17/1988,3.95,51%,3.67,60%,0.71,50%,45%,0.0
647,Dominick Reyes,Chris Weidman,Dominick Reyes,12,2,0,0,"6'4""",205,"77""",Southpaw,12/26/1989,4.53,48%,3.16,49%,0.2,16%,82%,0.2,15,5,0,0,"6'2""",185,"78""",Orthodox,6/17/1984,3.03,43%,3.15,52%,3.93,47%,65%,0.9
648,Yair Rodriguez,Jeremy Stephens,Yair Rodriguez,13,2,0,1,"5'11""",145,"71""",Orthodox,10/06/1992,4.33,45%,3.13,57%,0.9,29%,63%,0.9,28,18,0,1,"5'9""",145,"71""",Orthodox,5/25/1986,3.18,40%,3.06,58%,1.16,38%,65%,0.4
649,Greg Hardy,Ben Sosoli,,7,3,0,1,"6'5""",265,"80""",Orthodox,7/28/1988,4.83,50%,3.12,56%,0.21,33%,80%,0.0,7,3,0,2,"6'0""",265,"72""",Southpaw,12/10/1989,2.31,31%,4.3,47%,0.0,0%,0%,0.0
650,Joe Lauzon,Jonathan Pearce,Joe Lauzon,28,16,0,0,"5'10""",155,"71""",Orthodox,5/22/1984,2.84,39%,5.39,54%,2.39,45%,54%,2.0,10,4,0,0,"6'0""",145,"71""",Switch,5/01/1992,8.8,55%,6.65,46%,5.91,60%,75%,0.7
651,Maycee Barber,Gillian Robertson,Maycee Barber,8,2,0,0,"5'5""",125,"65""",Switch,5/18/1998,5.21,52%,3.0,50%,1.44,40%,80%,0.2,9,5,0,0,"5'5""",125,"63""",Orthodox,5/17/1995,2.05,51%,2.1,51%,2.64,46%,0%,0.9
652,Deron Winn,Darren Stewart,Darren Stewart,7,2,0,0,"5'6""",185,"70""",Orthodox,6/13/1989,4.74,47%,5.17,50%,4.98,52%,0%,0.0,12,6,0,2,"6'0""",185,"74""",Orthodox,12/30/1990,3.09,44%,3.09,50%,1.5,40%,65%,0.1
653,Charles Rosa,Manny Bermudez,Charles Rosa,13,5,0,0,"5'9""",145,"69""",Switch,8/24/1986,3.11,37%,3.78,48%,1.76,32%,40%,1.0,14,2,0,0,"5'10""",145,"71""",Orthodox,7/16/1994,2.92,61%,2.68,46%,3.06,54%,0%,3.1
654,Molly McCann,Diana Belbita,Molly McCann,10,4,0,0,"5'4""",125,"62""",Orthodox,5/04/1990,5.15,50%,4.28,65%,1.64,29%,28%,0.7,13,6,0,0,"5'7""",125,"68""",Orthodox,6/26/1996,5.81,39%,6.49,52%,1.69,66%,64%,0.0
655,Kyle Bochniak,Sean Woodson,Sean Woodson,8,5,0,0,"5'7""",145,"70""",Orthodox,2/05/1987,2.63,31%,5.11,58%,1.14,15%,62%,0.0,7,1,0,0,"6'2""",145,"78""",Orthodox,6/07/1992,6.4,45%,4.43,58%,0.0,0%,77%,0.0
656,Randy Costa,Boston Salmon,Randy Costa,6,1,0,0,"5'9""",135,"73""",Switch,7/06/1994,7.88,47%,5.26,58%,0.0,0%,100%,0.0,6,3,0,0,"5'9""",135,"69""",Southpaw,11/20/1990,4.13,37%,7.75,59%,0.0,0%,100%,0.0
657,Court McGee,Sean Brady,Sean Brady,20,10,0,0,"5'11""",170,"75""",Orthodox,12/12/1984,4.9,36%,3.94,61%,1.6,21%,63%,0.4,14,0,0,0,"5'10""",170,"72""",Orthodox,11/23/1992,4.72,55%,3.6,63%,2.69,60%,100%,1.2
658,Brendan Allen,Kevin Holland,Brendan Allen,15,4,0,0,"6'2""",185,"75""",Orthodox,12/28/1995,3.55,59%,4.57,39%,1.17,37%,50%,2.0,21,5,0,0,"6'3""",185,"81""",Orthodox,11/05/1992,4.74,57%,2.77,56%,1.19,42%,52%,0.8
659,Daniel Spitz,Tanner Boser,Tanner Boser,6,3,0,0,"6'7""",245,"82""",Orthodox,7/31/1990,2.6,35%,5.3,46%,0.74,66%,0%,0.0,19,7,1,0,"6'2""",255,"75""",Orthodox,8/02/1991,4.54,55%,2.7,63%,0.0,0%,100%,0.0
660,Joanna Jedrzejczyk,Michelle Waterson,Joanna Jedrzejczyk,16,4,0,0,"5'6""",115,"65""",Orthodox,8/18/1987,6.3,48%,3.08,64%,0.28,62%,81%,0.1,18,8,0,0,"5'3""",115,"62""",Orthodox,1/06/1986,3.58,49%,4.0,49%,1.52,34%,67%,0.9
661,Cub Swanson,Kron Gracie,Cub Swanson,27,11,0,0,"5'8""",145,"70""",Orthodox,11/02/1983,4.64,50%,3.64,60%,1.09,51%,60%,0.5,5,1,0,0,"5'9""",145,"70""",Southpaw,7/11/1988,5.15,41%,8.13,53%,0.88,25%,0%,0.9
662,Niko Price,James Vick,Niko Price,14,4,0,2,"6'0""",170,"76""",Orthodox,9/29/1989,5.33,41%,5.83,49%,0.89,22%,72%,0.9,13,5,0,0,"6'3""",155,"76""",Orthodox,2/23/1987,4.13,39%,3.31,60%,0.26,33%,57%,0.7
663,Mackenzie Dern,Amanda Ribas,Amanda Ribas,10,1,0,0,"5'4""",115,"63""",Orthodox,3/24/1993,3.74,38%,3.81,61%,0.28,5%,0%,2.2,10,2,0,0,"5'3""",125,"66""",Orthodox,8/26/1993,4.25,44%,1.78,71%,2.31,58%,85%,1.6
664,Matt Frevola,Luis Pena,Matt Frevola,8,2,1,0,"5'9""",155,"71""",Orthodox,6/11/1990,2.73,37%,3.44,58%,2.59,37%,40%,1.1,8,3,0,0,"6'3""",155,"75""",Southpaw,7/05/1993,3.26,47%,2.74,50%,1.37,33%,45%,1.4
665,Eryk Anders,Gerald Meerschaert,Eryk Anders,13,5,0,1,"6'1""",185,"75""",Southpaw,4/21/1987,3.23,46%,4.15,51%,1.62,35%,80%,0.1,31,14,0,0,"6'1""",185,"77""",Southpaw,12/18/1987,3.3,42%,3.61,51%,2.33,43%,46%,1.7
666,Ryan Spann,Devin Clark,Ryan Spann,19,6,0,0,"6'5""",205,"79""",Orthodox,8/24/1991,3.55,45%,3.45,47%,1.72,41%,60%,1.7,12,5,0,0,"6'0""",205,"75""",Orthodox,4/12/1990,3.33,57%,2.43,48%,2.7,36%,76%,0.1
667,Mike Davis,Thomas Gifford,Mike Davis,9,2,0,0,"6'0""",145,"72""",Orthodox,10/07/1992,6.24,53%,6.76,57%,1.39,33%,69%,0.0,14,9,0,2,"6'1""",155,"75""",Orthodox,7/26/1992,3.97,37%,6.45,37%,0.5,33%,33%,0.0
