,fight_id,fighter_r,fighter_b,winner,title_fight,weight_class,win_by,last_round,stoppage_time,fight_format,referee,r_kd,r_sig_str,r_sig_str_pct,r_total_str,r_td,r_td_pct,r_sub_att,r_rev,r_ctrl,r_head,r_body,r_leg,r_distance,r_clinch,r_ground,b_kd,b_sig_str,b_sig_str_pct,b_total_str,b_td,b_td_pct,b_sub_att,b_rev,b_ctrl,b_head,b_body,b_leg,b_distance,b_clinch,b_ground
62,f4fbb11055301e75,Michael Johnson,Clay Guida,Clay Guida,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,0,58 of 126,46%,70 of 138,0 of 0,---,0,0,3:03,52 of 113,5 of 12,1 of 1,47 of 115,6 of 6,5 of 5,0,49 of 89,55%,65 of 107,3 of 7,42%,1,0,6:53,31 of 71,12 of 12,6 of 6,32 of 72,14 of 14,3 of 3
63,2c81668d1459991f,Alexandre Pantoja,Manel Kape,Alexandre Pantoja,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,74 of 149,49%,77 of 152,0 of 1,0%,0,0,0:24,27 of 83,26 of 38,21 of 28,72 of 146,1 of 1,1 of 2,0,49 of 91,53%,51 of 94,2 of 7,28%,0,0,0:25,36 of 76,8 of 8,5 of 7,49 of 91,0 of 0,0 of 0
64,bbade63ca780668f,Diego Ferreira,Beneil Dariush,Beneil Dariush,False,Lightweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,0,54 of 121,44%,74 of 145,0 of 1,0%,0,1,0:58,43 of 104,10 of 15,1 of 2,45 of 109,5 of 5,4 of 7,0,62 of 116,53%,74 of 132,5 of 15,33%,0,0,7:23,46 of 98,10 of 12,6 of 6,51 of 93,3 of 5,8 of 18
65,af8ea6db042674ef,Mike Rodriguez,Danilo Marques,Danilo Marques,False,Light Heavyweight, Submission ,2,4:52,3 Rnd (5-5-5),Jason Herzog,0,16 of 24,66%,34 of 43,0 of 0,---,0,0,0:04,3 of 7,5 of 6,8 of 11,11 of 19,5 of 5,0 of 0,0,29 of 29,100%,55 of 58,4 of 7,57%,2,0,7:39,27 of 27,2 of 2,0 of 0,2 of 2,0 of 0,27 of 27
66,464cc19d42446da9,Devonte Smith,Justin Jaynes,Devonte Smith,False,Catch Weight, TKO - Doctor's Stoppage ,2,3:38,3 Rnd (5-5-5),Keith Peterson,0,34 of 65,52%,46 of 78,1 of 1,100%,1,0,3:08,25 of 54,5 of 7,4 of 4,21 of 45,5 of 8,8 of 12,0,11 of 27,40%,19 of 35,0 of 2,0%,0,1,0:12,6 of 21,3 of 4,2 of 2,10 of 26,0 of 0,1 of 1
67,8c34e1e0d842618d,Karol Rosa,Joselyne Edwards,Karol Rosa,False,Women's Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,0,57 of 84,67%,135 of 175,4 of 6,66%,0,0,11:13,33 of 55,9 of 10,15 of 19,27 of 46,11 of 14,19 of 24,0,38 of 59,64%,70 of 97,1 of 3,33%,0,1,0:02,22 of 36,4 of 8,12 of 15,31 of 51,3 of 3,4 of 5
68,d65da3a3bc675449,Molly McCann,Lara Procopio,Lara Procopio,False,Women's Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,37 of 47,78%,71 of 83,0 of 0,---,1,0,0:50,17 of 25,13 of 14,7 of 8,21 of 28,11 of 12,5 of 7,0,36 of 58,62%,85 of 113,7 of 9,77%,1,0,11:43,20 of 39,11 of 12,5 of 7,19 of 39,9 of 11,8 of 8
69,86d6e09932c5b551,SeungWoo Choi,Youssef Zalal,SeungWoo Choi,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,0,41 of 109,37%,73 of 144,2 of 3,66%,0,0,3:39,25 of 84,10 of 13,6 of 12,26 of 93,12 of 13,3 of 3,0,23 of 47,48%,46 of 70,3 of 9,33%,1,1,4:29,12 of 34,9 of 10,2 of 3,21 of 44,1 of 2,1 of 1
70,eb4e9ec015533ab4,Timur Valiev,Martin Day,Timur Valiev,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,0,55 of 76,72%,115 of 149,4 of 6,66%,0,0,11:19,37 of 53,4 of 7,14 of 16,20 of 31,2 of 2,33 of 43,0,8 of 28,28%,24 of 46,0 of 0,---,0,1,0:15,7 of 23,0 of 2,1 of 3,6 of 23,0 of 1,2 of 4
71,3ac61bcb406e1a0c,Ode Osbourne,Jerome Rivera,Ode Osbourne,False,Featherweight, KO/TKO ,1,0:26,3 Rnd (5-5-5),Chris Tognoni,1,5 of 6,83%,5 of 6,0 of 0,---,0,0,0:02,5 of 6,0 of 0,0 of 0,1 of 1,0 of 0,4 of 5,0,2 of 3,66%,2 of 3,0 of 0,---,0,0,0:00,0 of 1,1 of 1,1 of 1,2 of 3,0 of 0,0 of 0
72,3d3e7dc7b4bf2bc4,Dustin Poirier,Conor McGregor,Dustin Poirier,False,Lightweight, KO/TKO ,2,2:32,5 Rnd (5-5-5-5-5),Herb Dean,1,48 of 91,52%,53 of 98,1 of 1,100%,0,0,1:42,30 of 69,0 of 1,18 of 21,46 of 89,0 of 0,2 of 2,0,29 of 66,43%,52 of 92,0 of 1,0%,0,0,1:07,23 of 60,4 of 4,2 of 2,27 of 63,2 of 3,0 of 0
73,a5075f4eaee6036f,Dan Hooker,Michael Chandler,Michael Chandler,False,Lightweight, KO/TKO ,1,2:30,3 Rnd (5-5-5),Marc Goddard,0,8 of 19,42%,8 of 19,0 of 0,---,0,0,0:00,0 of 6,0 of 1,8 of 12,8 of 19,0 of 0,0 of 0,1,17 of 24,70%,17 of 24,0 of 0,---,0,0,0:09,12 of 17,4 of 6,1 of 1,7 of 11,0 of 0,10 of 13
74,c4ea3f6fae702459,Jessica Eye,Joanne Calderwood,Joanne Calderwood,False,Women's Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,77 of 173,44%,104 of 218,1 of 4,25%,0,0,5:03,39 of 127,35 of 41,3 of 5,44 of 132,32 of 40,1 of 1,0,148 of 240,61%,214 of 319,1 of 3,33%,0,0,0:19,52 of 122,53 of 62,43 of 56,113 of 198,35 of 42,0 of 0
75,65352221c0bfe52d,Andrew Sanchez,Makhmud Muradov,Makhmud Muradov,False,Middleweight, KO/TKO ,3,2:59,3 Rnd (5-5-5),Jason Herzog,0,48 of 141,34%,50 of 144,0 of 2,0%,0,0,0:22,34 of 118,8 of 15,6 of 8,48 of 141,0 of 0,0 of 0,0,79 of 174,45%,82 of 177,0 of 2,0%,0,0,0:16,52 of 139,16 of 22,11 of 13,72 of 165,5 of 7,2 of 2
76,cd08b68f0bafafbf,Marina Rodriguez,Amanda Ribas,Marina Rodriguez,False,Women's Strawweight, KO/TKO ,2,0:54,3 Rnd (5-5-5),Herb Dean,1,15 of 36,41%,26 of 52,0 of 0,---,0,0,0:07,14 of 33,1 of 1,0 of 2,5 of 25,3 of 3,7 of 8,0,7 of 23,30%,35 of 57,1 of 1,100%,0,0,3:39,4 of 19,2 of 2,1 of 2,3 of 16,1 of 1,3 of 6
77,99dbe9669f31ed91,Arman Tsarukyan,Matt Frevola,Arman Tsarukyan,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,0,50 of 103,48%,103 of 180,10 of 12,83%,0,0,8:24,32 of 82,12 of 15,6 of 6,39 of 86,5 of 8,6 of 9,0,16 of 57,28%,51 of 97,0 of 2,0%,0,0,0:02,8 of 46,6 of 9,2 of 2,9 of 48,7 of 9,0 of 0
78,92f569a6d9374b86,Brad Tavares,Antonio Carlos Junior,Brad Tavares,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,54 of 108,50%,73 of 135,0 of 0,---,0,0,0:05,28 of 76,6 of 8,20 of 24,50 of 102,4 of 6,0 of 0,0,34 of 103,33%,57 of 135,1 of 12,8%,0,0,6:28,24 of 93,2 of 2,8 of 8,33 of 100,1 of 3,0 of 0
79,83da743f6dda7dcc,Julianna Pena,Sara McMann,Julianna Pena,False,Women's Bantamweight, Submission ,3,3:39,3 Rnd (5-5-5),Keith Peterson,0,38 of 76,50%,140 of 192,1 of 1,100%,1,0,2:55,27 of 65,11 of 11,0 of 0,20 of 57,10 of 10,8 of 9,0,21 of 54,38%,28 of 63,3 of 3,100%,0,0,7:21,10 of 39,7 of 10,4 of 5,12 of 43,6 of 6,3 of 5
80,c597fd8bb66d54d8,Khalil Rountree Jr.,Marcin Prachnio,Marcin Prachnio,False,Light Heavyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,49 of 148,33%,50 of 149,0 of 0,---,0,0,0:00,29 of 120,13 of 18,7 of 10,49 of 146,0 of 2,0 of 0,0,102 of 216,47%,105 of 220,0 of 2,0%,0,0,0:05,33 of 131,29 of 39,40 of 46,100 of 211,2 of 5,0 of 0
81,f3ccbfd7036f3cf3,Nik Lentz,Movsar Evloev,Movsar Evloev,False,Catch Weight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,0,46 of 127,36%,50 of 137,1 of 5,20%,2,1,1:26,24 of 100,15 of 20,7 of 7,41 of 120,5 of 7,0 of 0,0,82 of 170,48%,137 of 235,2 of 2,100%,0,0,4:36,70 of 153,7 of 10,5 of 7,78 of 165,0 of 0,4 of 5
82,aaf45b095452be23,Amir Albazi,Zhalgas Zhumagulov,Amir Albazi,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,68 of 169,40%,94 of 200,2 of 3,66%,0,0,3:38,40 of 128,15 of 24,13 of 17,64 of 163,2 of 3,2 of 3,0,59 of 132,44%,74 of 150,1 of 3,33%,0,0,0:27,22 of 84,31 of 41,6 of 7,58 of 128,1 of 2,0 of 2
83,61bedad39b15db7a,Michael Chiesa,Neil Magny,Michael Chiesa,False,Welterweight, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,0,24 of 52,46%,93 of 125,4 of 6,66%,0,0,15:21,19 of 43,3 of 7,2 of 2,10 of 29,1 of 2,13 of 21,0,12 of 50,24%,52 of 96,1 of 3,33%,1,0,2:15,7 of 42,5 of 7,0 of 1,8 of 45,4 of 5,0 of 0
84,dd34dd337e637767,Warlley Alves,Mounir Lazzez,Warlley Alves,False,Welterweight, KO/TKO ,1,2:35,3 Rnd (5-5-5),Herb Dean,1,17 of 21,80%,24 of 30,1 of 1,100%,0,0,1:36,9 of 12,7 of 8,1 of 1,7 of 9,4 of 6,6 of 6,0,2 of 2,100%,2 of 2,0 of 0,---,0,0,0:42,1 of 1,1 of 1,0 of 0,0 of 0,2 of 2,0 of 0
85,4f6d3cdf2c77fb57,Ike Villanueva,Vinicius Moreira,Ike Villanueva,False,Light Heavyweight, KO/TKO ,2,0:39,3 Rnd (5-5-5),Jason Herzog,1,24 of 56,42%,24 of 56,0 of 0,---,0,0,0:00,18 of 47,6 of 9,0 of 0,24 of 56,0 of 0,0 of 0,0,24 of 42,57%,24 of 42,0 of 0,---,0,0,0:00,4 of 10,10 of 18,10 of 14,23 of 41,1 of 1,0 of 0
86,a003e8305d4dbdc8,Roxanne Modafferi,Viviane Araujo,Viviane Araujo,False,Women's Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,46 of 184,25%,49 of 193,0 of 5,0%,0,0,0:39,40 of 177,2 of 3,4 of 4,45 of 181,1 of 3,0 of 0,0,86 of 198,43%,100 of 214,4 of 4,100%,1,0,3:06,79 of 187,5 of 8,2 of 3,85 of 192,1 of 2,0 of 4
87,57e784028ef2c17d,Matt Schnell,Tyson Nam,Matt Schnell,False,Flyweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,85 of 214,39%,85 of 214,0 of 0,---,0,0,0:00,69 of 195,10 of 12,6 of 7,83 of 212,2 of 2,0 of 0,0,58 of 193,30%,58 of 193,0 of 0,---,0,0,0:00,36 of 164,10 of 15,12 of 14,58 of 193,0 of 0,0 of 0
88,d27ac1bc677b89cf,Lerone Murphy,Douglas Silva de Andrade,Lerone Murphy,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,48 of 115,41%,60 of 131,1 of 4,25%,0,0,1:51,29 of 92,8 of 11,11 of 12,37 of 97,6 of 8,5 of 10,0,39 of 108,36%,51 of 121,1 of 2,50%,0,0,1:21,16 of 74,11 of 14,12 of 20,33 of 101,6 of 7,0 of 0
89,ac475de5a3d0d7e2,Omari Akhmedov,Tom Breese,Omari Akhmedov,False,Middleweight, Submission ,2,1:41,3 Rnd (5-5-5),Lukasz Bosacki,0,25 of 38,65%,73 of 91,2 of 5,40%,1,0,4:34,23 of 34,1 of 3,1 of 1,4 of 7,0 of 0,21 of 31,0,1 of 4,25%,6 of 12,0 of 1,0%,3,1,1:00,0 of 2,1 of 2,0 of 0,1 of 4,0 of 0,0 of 0
90,4abcf14faa7f92f2,Ricky Simon,Gaetano Pirrello,Ricky Simon,False,Bantamweight, Submission ,2,4:00,3 Rnd (5-5-5),Keith Peterson,0,17 of 32,53%,50 of 69,7 of 10,70%,1,0,6:59,14 of 28,3 of 4,0 of 0,3 of 13,4 of 6,10 of 13,0,6 of 14,42%,10 of 18,0 of 0,---,0,0,0:00,4 of 11,0 of 0,2 of 3,5 of 12,1 of 2,0 of 0
91,ddbe6fd66d7f9e35,Su Mudaerji,Zarrukh Adashev,Su Mudaerji,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,50 of 127,39%,50 of 127,0 of 0,---,0,0,0:00,22 of 87,9 of 16,19 of 24,50 of 127,0 of 0,0 of 0,0,28 of 123,22%,28 of 123,0 of 1,0%,0,0,0:02,20 of 102,3 of 13,5 of 8,24 of 117,4 of 6,0 of 0
92,76b61ff4c9760f79,Dalcha Lungiambula,Markus Perez,Dalcha Lungiambula,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,29 of 65,44%,61 of 98,1 of 2,50%,0,0,6:46,17 of 47,12 of 17,0 of 1,5 of 34,5 of 8,19 of 23,0,25 of 49,51%,50 of 75,0 of 1,0%,1,0,4:21,7 of 26,15 of 18,3 of 5,18 of 37,7 of 12,0 of 0
93,4e451881e0e47b05,Francisco Figueiredo,Jerome Rivera,Francisco Figueiredo,False,Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,29 of 53,54%,39 of 65,4 of 6,66%,0,0,7:07,11 of 28,7 of 11,11 of 14,20 of 40,4 of 4,5 of 9,0,31 of 134,23%,85 of 199,0 of 5,0%,0,1,1:07,12 of 90,8 of 20,11 of 24,22 of 112,9 of 22,0 of 0
94,031e6624f96aceb8,Mike Davis,Mason Jones,Mike Davis,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,108 of 207,52%,111 of 210,3 of 9,33%,0,0,0:50,54 of 131,42 of 61,12 of 15,97 of 189,8 of 14,3 of 4,0,117 of 313,37%,132 of 329,1 of 4,25%,0,0,0:51,83 of 265,18 of 31,16 of 17,104 of 285,11 of 21,2 of 7
95,11558384f80f6506,Umar Nurmagomedov,Sergey Morozov,Umar Nurmagomedov,False,Bantamweight, Submission ,2,3:39,3 Rnd (5-5-5),Jason Herzog,0,25 of 41,60%,32 of 48,5 of 11,45%,1,0,2:57,14 of 25,4 of 9,7 of 7,18 of 34,6 of 6,1 of 1,0,7 of 30,23%,8 of 31,0 of 0,---,0,0,0:08,2 of 20,3 of 7,2 of 3,7 of 29,0 of 1,0 of 0
96,ae38fb2a6b6a0cc1,Victoria Leonardo,Manon Fiorot,Manon Fiorot,False,Women's Flyweight, KO/TKO ,2,4:08,3 Rnd (5-5-5),Lukasz Bosacki,0,17 of 81,20%,18 of 82,0 of 1,0%,0,0,0:02,7 of 59,3 of 11,7 of 11,15 of 76,2 of 5,0 of 0,0,53 of 100,53%,58 of 105,1 of 1,100%,0,0,1:25,31 of 72,14 of 19,8 of 9,42 of 82,10 of 15,1 of 3
97,a4817b7e46028b4a,Max Holloway,Calvin Kattar,Max Holloway,False,Featherweight, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,0,445 of 744,59%,447 of 746,0 of 1,0%,0,0,0:27,274 of 553,117 of 133,54 of 58,439 of 737,6 of 7,0 of 0,0,133 of 283,47%,134 of 284,0 of 2,0%,0,0,0:05,99 of 237,16 of 23,18 of 23,129 of 279,4 of 4,0 of 0
98,6b0da0b1cda7799f,Carlos Condit,Matt Brown,Carlos Condit,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,39 of 88,44%,157 of 209,2 of 4,50%,0,1,4:52,30 of 73,4 of 8,5 of 7,22 of 68,5 of 5,12 of 15,0,28 of 37,75%,37 of 52,1 of 6,16%,0,0,6:06,13 of 22,11 of 11,4 of 4,11 of 18,8 of 8,9 of 11
99,aeb7ff8ce6e1beac,Santiago Ponzinibbio,Li Jingliang,Li Jingliang,False,Welterweight, KO/TKO ,1,4:25,3 Rnd (5-5-5),Jason Herzog,0,11 of 18,61%,11 of 18,0 of 0,---,0,0,0:00,7 of 14,0 of 0,4 of 4,11 of 18,0 of 0,0 of 0,1,21 of 50,42%,21 of 50,0 of 0,---,0,0,0:02,6 of 30,3 of 6,12 of 14,20 of 49,0 of 0,1 of 1
100,775c1f401815bbd8,Joaquin Buckley,Alessio Di Chirico,Alessio Di Chirico,False,Middleweight, KO/TKO ,1,2:12,3 Rnd (5-5-5),Keith Peterson,0,3 of 22,13%,3 of 22,0 of 0,---,0,0,0:00,2 of 19,1 of 3,0 of 0,3 of 22,0 of 0,0 of 0,1,12 of 23,52%,12 of 23,0 of 0,---,0,0,0:01,6 of 17,4 of 4,2 of 2,9 of 20,0 of 0,3 of 3
101,358f816aff469270,Punahele Soriano,Dusko Todorovic,Punahele Soriano,False,Middleweight, KO/TKO ,1,4:48,3 Rnd (5-5-5),Herb Dean,2,30 of 66,45%,32 of 69,0 of 1,0%,0,0,0:38,25 of 60,4 of 5,1 of 1,21 of 51,4 of 5,5 of 10,0,22 of 57,38%,23 of 59,0 of 0,---,0,0,0:04,15 of 49,7 of 8,0 of 0,18 of 53,4 of 4,0 of 0
102,97ad63e644757cf4,Wu Yanan,Joselyne Edwards,Joselyne Edwards,False,Women's Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,58 of 129,44%,70 of 148,1 of 2,50%,0,1,3:49,34 of 91,14 of 23,10 of 15,51 of 118,5 of 8,2 of 3,0,88 of 178,49%,111 of 206,0 of 3,0%,1,1,1:09,44 of 105,23 of 43,21 of 30,72 of 158,5 of 7,11 of 13
103,0165bd3c26f0c076,Carlos Felipe,Justin Tafa,Carlos Felipe,False,Heavyweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,0,77 of 142,54%,77 of 142,0 of 1,0%,0,0,0:41,46 of 103,28 of 36,3 of 3,64 of 128,13 of 14,0 of 0,0,86 of 148,58%,109 of 171,0 of 2,0%,0,0,1:53,50 of 107,20 of 24,16 of 17,74 of 133,12 of 15,0 of 0
104,3fcd53eb27945231,David Zawada,Ramazan Emeev,Ramazan Emeev,False,Welterweight, Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,44 of 114,38%,114 of 190,1 of 1,100%,0,0,2:06,24 of 88,6 of 10,14 of 16,30 of 90,13 of 23,1 of 1,0,53 of 101,52%,101 of 160,4 of 9,44%,0,1,4:28,36 of 81,13 of 15,4 of 5,36 of 82,12 of 14,5 of 5
105,97c80f69ac312030,Sarah Moras,Vanessa Melo,Vanessa Melo,False,Women's Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,0,44 of 200,22%,44 of 200,0 of 1,0%,0,0,0:00,12 of 162,7 of 11,25 of 27,44 of 200,0 of 0,0 of 0,0,56 of 169,33%,56 of 169,0 of 0,---,0,0,0:04,43 of 151,9 of 14,4 of 4,56 of 169,0 of 0,0 of 0
106,3d903bc35023f50a,Jacob Kilburn,Austin Lingo,Austin Lingo,False,Featherweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,64 of 201,31%,78 of 216,1 of 18,5%,1,0,1:09,47 of 172,8 of 19,9 of 10,60 of 190,3 of 8,1 of 3,1,95 of 182,52%,110 of 197,1 of 2,50%,0,0,3:48,81 of 166,10 of 12,4 of 4,93 of 177,2 of 4,0 of 1
107,c7375d5db21cbaae,Stephen Thompson,Geoff Neal,Stephen Thompson,False,Welterweight, Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,0,171 of 406,42%,191 of 428,0 of 0,---,0,0,0:00,124 of 354,41 of 46,6 of 6,165 of 398,6 of 8,0 of 0,0,85 of 179,47%,110 of 205,0 of 0,---,0,0,3:46,71 of 161,8 of 11,6 of 7,79 of 169,6 of 10,0 of 0
108,014f1da2083ca174,Jose Aldo,Marlon Vera,Jose Aldo,False,Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,44 of 70,62%,60 of 86,0 of 2,0%,0,0,4:57,17 of 38,21 of 26,6 of 6,36 of 62,8 of 8,0 of 0,0,46 of 82,56%,92 of 133,0 of 3,0%,0,0,2:51,8 of 33,11 of 15,27 of 34,34 of 69,12 of 13,0 of 0
109,3d35eb2d46bf74de,Michel Pereira,Khaos Williams,Michel Pereira,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,0,44 of 79,55%,56 of 94,2 of 2,100%,1,0,1:21,24 of 53,20 of 26,0 of 0,33 of 67,9 of 10,2 of 2,0,55 of 127,43%,62 of 134,0 of 0,---,0,0,0:36,23 of 74,9 of 19,23 of 34,48 of 114,7 of 13,0 of 0
110,8955ea3c7c332e6c,Marlon Moraes,Rob Font,Rob Font,False,Bantamweight, KO/TKO ,1,3:47,3 Rnd (5-5-5),Marc Goddard,0,9 of 12,75%,12 of 16,2 of 3,66%,0,0,2:31,8 of 10,1 of 2,0 of 0,8 of 9,0 of 0,1 of 3,1,30 of 37,81%,33 of 41,0 of 0,---,0,1,0:38,27 of 34,3 of 3,0 of 0,13 of 18,1 of 1,16 of 18
111,cd150cd28738a7c5,Marcin Tybura,Greg Hardy,Marcin Tybura,False,Heavyweight, KO/TKO ,2,4:31,3 Rnd (5-5-5),Dan Miragliotta,0,51 of 101,50%,60 of 111,1 of 4,25%,0,0,1:27,34 of 82,10 of 12,7 of 7,33 of 74,0 of 0,18 of 27,0,50 of 91,54%,50 of 91,0 of 0,---,0,0,0:02,29 of 65,12 of 13,9 of 13,46 of 85,4 of 6,0 of 0
112,1c4602efe5587902,Anthony Pettis,Alex Morono,Anthony Pettis,False,Welterweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,0,50 of 80,62%,80 of 115,0 of 1,0%,0,1,4:32,26 of 51,11 of 14,13 of 15,48 of 75,1 of 3,1 of 2,0,31 of 78,39%,50 of 102,1 of 5,20%,0,0,2:30,22 of 61,6 of 12,3 of 5,26 of 70,0 of 1,5 of 7
113,4cb249714ff56656,Sijara Eubanks,Pannie Kianzad,Pannie Kianzad,False,Women's Bantamweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,0,49 of 104,47%,70 of 131,2 of 4,50%,0,0,6:33,43 of 94,5 of 9,1 of 1,38 of 90,4 of 7,7 of 7,0,92 of 143,64%,132 of 187,0 of 2,0%,0,0,2:14,57 of 105,22 of 25,13 of 13,65 of 114,26 of 28,1 of 1
114,f004d3d50b78af50,Deron Winn,Antonio Arroyo,Deron Winn,False,Catch Weight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,0,20 of 38,52%,64 of 89,12 of 16,75%,0,0,9:29,10 of 26,5 of 7,5 of 5,18 of 35,2 of 2,0 of 1,0,45 of 62,72%,70 of 87,0 of 0,---,0,0,0:28,29 of 45,11 of 12,5 of 5,43 of 60,0 of 0,2 of 2
115,f2fb049980631302,Gillian Robertson,Taila Santos,Taila Santos,False,Women's Flyweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,0,9 of 14,64%,42 of 48,0 of 2,0%,1,0,1:01,7 of 12,1 of 1,1 of 1,4 of 9,0 of 0,5 of 5,0,27 of 37,72%,72 of 85,1 of 1,100%,1,0,12:47,21 of 30,3 of 4,3 of 3,4 of 13,1 of 1,22 of 23
116,0fe4906754b2d0f9,Tafon Nchukwi,Jamie Pickett,Tafon Nchukwi,False,Middleweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,1,120 of 187,64%,159 of 234,0 of 2,0%,0,0,2:51,70 of 133,49 of 53,1 of 1,59 of 118,57 of 63,4 of 6,0,40 of 81,49%,40 of 81,1 of 4,25%,0,0,0:34,28 of 68,8 of 9,4 of 4,39 of 77,1 of 4,0 of 0
117,62e6eadbb2805760,Jimmy Flick,Cody Durden,Jimmy Flick,False,Flyweight, Submission ,1,3:18,3 Rnd (5-5-5),Jerin Valel,0,6 of 14,42%,7 of 15,0 of 1,0%,1,0,0:00,4 of 7,0 of 1,2 of 6,6 of 14,0 of 0,0 of 0,0,21 of 32,65%,30 of 43,2 of 2,100%,0,0,1:21,17 of 28,3 of 3,1 of 1,17 of 28,2 of 2,2 of 2
118,8da75fd76a9b8e1d,Christos Giagos,Carlton Minus,Christos Giagos,False,Catch Weight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,0,31 of 67,46%,76 of 124,5 of 15,33%,0,0,8:57,23 of 57,3 of 5,5 of 5,17 of 50,1 of 1,13 of 16,0,28 of 80,35%,29 of 81,0 of 0,---,0,0,0:00,18 of 64,4 of 9,6 of 7,28 of 79,0 of 1,0 of 0
119,c258996570faeec9,Deiveson Figueiredo,Brandon Moreno,N/A,True,UFC Flyweight Title, Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,0,137 of 238,57%,147 of 248,2 of 4,50%,0,0,0:55,93 of 181,34 of 45,10 of 12,126 of 220,3 of 7,8 of 11,0,132 of 248,53%,139 of 256,4 of 8,50%,0,0,3:19,118 of 227,13 of 20,1 of 1,129 of 240,1 of 5,2 of 3
120,b7b867eb3c3cf163,Tony Ferguson,Charles Oliveira,Charles Oliveira,False,Lightweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,0,19 of 42,45%,26 of 49,0 of 0,---,0,0,0:05,14 of 29,3 of 10,2 of 3,15 of 38,1 of 1,3 of 3,0,41 of 63,65%,86 of 112,3 of 3,100%,3,0,11:39,26 of 43,7 of 11,8 of 9,17 of 34,0 of 0,24 of 29
121,27200d53ba9020b8,Mackenzie Dern,Virna Jandiroba,Mackenzie Dern,False,Women's Strawweight, Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,0,82 of 174,47%,101 of 195,0 of 5,0%,0,0,2:34,57 of 143,16 of 21,9 of 10,62 of 150,17 of 21,3 of 3,0,63 of 134,47%,80 of 152,1 of 1,100%,0,0,2:44,46 of 113,15 of 19,2 of 2,43 of 109,18 of 23,2 of 2
